Время посещения,Время измерения,Вход со стороны Иорданской лестницы,Вход со стороны Церковной лестницы,Вход со стороны Шуваловского проезда,Входной билет в Главный Штаб
2025-05-08 14:00:00,2025-05-07 12:21:05,19,51,33,57
2025-05-08 14:30:00,2025-05-07 12:21:05,34,55,39,64
2025-05-08 15:00:00,2025-05-07 12:21:05,0,41,34,36
2025-05-08 15:30:00,2025-05-07 12:21:05,45,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:05,2,33,12,32
2025-05-08 11:00:00,2025-05-07 12:21:10,0,32,27,59
2025-05-08 11:30:00,2025-05-07 12:21:10,53,39,35,66
2025-05-08 12:00:00,2025-05-07 12:21:10,38,40,21,47
2025-05-08 12:30:00,2025-05-07 12:21:10,65,0,42,56
2025-05-08 13:00:00,2025-05-07 12:21:10,43,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:10,62,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:10,17,51,33,57
2025-05-08 14:30:00,2025-05-07 12:21:10,34,55,39,64
2025-05-08 15:00:00,2025-05-07 12:21:10,0,41,34,36
2025-05-08 15:30:00,2025-05-07 12:21:10,42,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:10,2,33,12,30
2025-05-08 11:00:00,2025-05-07 12:21:15,0,32,27,59
2025-05-08 11:30:00,2025-05-07 12:21:15,53,39,35,66
2025-05-08 12:00:00,2025-05-07 12:21:15,37,40,21,47
2025-05-08 12:30:00,2025-05-07 12:21:15,62,0,42,56
2025-05-08 13:00:00,2025-05-07 12:21:15,43,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:15,62,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:15,17,51,33,55
2025-05-08 14:30:00,2025-05-07 12:21:15,34,55,39,64
2025-05-08 15:00:00,2025-05-07 12:21:15,0,41,34,36
2025-05-08 15:30:00,2025-05-07 12:21:15,42,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:15,1,33,12,30
2025-05-08 11:00:00,2025-05-07 12:21:20,0,32,27,59
2025-05-08 11:30:00,2025-05-07 12:21:20,49,39,35,66
2025-05-08 12:00:00,2025-05-07 12:21:20,37,40,21,47
2025-05-08 12:30:00,2025-05-07 12:21:20,62,0,42,56
2025-05-08 13:00:00,2025-05-07 12:21:20,43,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:20,62,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:20,17,51,33,55
2025-05-08 14:30:00,2025-05-07 12:21:20,34,55,39,64
2025-05-08 15:00:00,2025-05-07 12:21:20,0,41,34,36
2025-05-08 15:30:00,2025-05-07 12:21:20,42,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:20,1,33,12,30
2025-05-08 11:00:00,2025-05-07 12:21:25,0,29,27,59
2025-05-08 11:30:00,2025-05-07 12:21:25,49,36,35,66
2025-05-08 12:00:00,2025-05-07 12:21:25,37,40,21,47
2025-05-08 12:30:00,2025-05-07 12:21:25,62,0,42,56
2025-05-08 13:00:00,2025-05-07 12:21:25,43,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:25,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:25,17,51,33,55
2025-05-08 14:30:00,2025-05-07 12:21:25,34,55,39,64
2025-05-08 15:00:00,2025-05-07 12:21:25,0,41,34,35
2025-05-08 15:30:00,2025-05-07 12:21:25,42,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:25,1,33,12,28
2025-05-08 11:00:00,2025-05-07 12:21:30,0,29,27,59
2025-05-08 11:30:00,2025-05-07 12:21:30,49,36,35,66
2025-05-08 12:00:00,2025-05-07 12:21:30,37,38,21,47
2025-05-08 12:30:00,2025-05-07 12:21:30,62,0,42,53
2025-05-08 13:00:00,2025-05-07 12:21:30,43,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:30,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:30,6,49,33,53
2025-05-08 14:30:00,2025-05-07 12:21:30,34,55,36,64
2025-05-08 15:00:00,2025-05-07 12:21:30,0,41,34,35
2025-05-08 15:30:00,2025-05-07 12:21:30,39,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:30,1,33,12,28
2025-05-08 11:00:00,2025-05-07 12:21:35,0,29,27,59
2025-05-08 11:30:00,2025-05-07 12:21:35,44,36,35,66
2025-05-08 12:00:00,2025-05-07 12:21:35,35,38,21,47
2025-05-08 12:30:00,2025-05-07 12:21:35,62,0,42,53
2025-05-08 13:00:00,2025-05-07 12:21:35,43,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:35,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:35,6,49,31,53
2025-05-08 14:30:00,2025-05-07 12:21:35,34,55,36,64
2025-05-08 15:00:00,2025-05-07 12:21:35,0,41,34,35
2025-05-08 15:30:00,2025-05-07 12:21:35,39,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:35,1,33,12,28
2025-05-08 11:00:00,2025-05-07 12:21:40,0,29,27,59
2025-05-08 11:30:00,2025-05-07 12:21:40,44,33,35,66
2025-05-08 12:00:00,2025-05-07 12:21:40,35,38,19,47
2025-05-08 12:30:00,2025-05-07 12:21:40,62,0,42,53
2025-05-08 13:00:00,2025-05-07 12:21:40,42,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:40,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:40,6,49,31,53
2025-05-08 14:30:00,2025-05-07 12:21:40,31,55,36,64
2025-05-08 15:00:00,2025-05-07 12:21:40,0,41,33,35
2025-05-08 15:30:00,2025-05-07 12:21:40,39,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:40,1,33,9,28
2025-05-08 11:00:00,2025-05-07 12:21:45,0,28,27,59
2025-05-08 11:30:00,2025-05-07 12:21:45,44,33,35,66
2025-05-08 12:00:00,2025-05-07 12:21:45,35,38,19,47
2025-05-08 12:30:00,2025-05-07 12:21:45,62,0,42,53
2025-05-08 13:00:00,2025-05-07 12:21:45,42,44,33,56
2025-05-08 13:30:00,2025-05-07 12:21:45,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:45,6,49,31,53
2025-05-08 14:30:00,2025-05-07 12:21:45,31,55,36,64
2025-05-08 15:00:00,2025-05-07 12:21:45,0,41,33,35
2025-05-08 15:30:00,2025-05-07 12:21:45,34,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:45,1,33,9,28
2025-05-08 11:00:00,2025-05-07 12:21:50,0,28,27,59
2025-05-08 11:30:00,2025-05-07 12:21:50,44,33,35,66
2025-05-08 12:00:00,2025-05-07 12:21:50,35,38,19,46
2025-05-08 12:30:00,2025-05-07 12:21:50,61,0,42,53
2025-05-08 13:00:00,2025-05-07 12:21:50,42,44,31,56
2025-05-08 13:30:00,2025-05-07 12:21:50,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:50,6,49,31,50
2025-05-08 14:30:00,2025-05-07 12:21:50,31,55,36,64
2025-05-08 15:00:00,2025-05-07 12:21:50,0,41,33,32
2025-05-08 15:30:00,2025-05-07 12:21:50,34,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:50,1,33,9,28
2025-05-08 11:00:00,2025-05-07 12:21:55,0,28,27,59
2025-05-08 11:30:00,2025-05-07 12:21:55,38,33,35,66
2025-05-08 12:00:00,2025-05-07 12:21:55,34,38,19,46
2025-05-08 12:30:00,2025-05-07 12:21:55,61,0,42,53
2025-05-08 13:00:00,2025-05-07 12:21:55,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:21:55,59,54,44,69
2025-05-08 14:00:00,2025-05-07 12:21:55,6,49,31,50
2025-05-08 14:30:00,2025-05-07 12:21:55,31,55,36,64
2025-05-08 15:00:00,2025-05-07 12:21:55,0,41,33,32
2025-05-08 15:30:00,2025-05-07 12:21:55,34,60,43,50
2025-05-08 16:00:00,2025-05-07 12:21:55,1,33,9,27
2025-05-08 11:00:00,2025-05-07 12:22:00,0,28,27,59
2025-05-08 11:30:00,2025-05-07 12:22:00,38,33,35,66
2025-05-08 12:00:00,2025-05-07 12:22:00,34,38,19,46
2025-05-08 12:30:00,2025-05-07 12:22:00,61,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:00,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:22:00,56,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:00,6,49,31,50
2025-05-08 14:30:00,2025-05-07 12:22:00,27,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:00,0,41,33,32
2025-05-08 15:30:00,2025-05-07 12:22:00,34,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:00,1,33,9,27
2025-05-08 11:00:00,2025-05-07 12:22:05,0,28,27,59
2025-05-08 11:30:00,2025-05-07 12:22:05,38,33,35,66
2025-05-08 12:00:00,2025-05-07 12:22:05,34,38,19,46
2025-05-08 12:30:00,2025-05-07 12:22:05,61,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:05,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:22:05,56,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:05,6,49,31,50
2025-05-08 14:30:00,2025-05-07 12:22:05,27,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:05,0,38,28,32
2025-05-08 15:30:00,2025-05-07 12:22:05,23,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:05,1,33,9,27
2025-05-08 11:00:00,2025-05-07 12:22:10,0,28,25,59
2025-05-08 11:30:00,2025-05-07 12:22:10,38,33,35,66
2025-05-08 12:00:00,2025-05-07 12:22:10,34,38,19,46
2025-05-08 12:30:00,2025-05-07 12:22:10,61,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:10,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:22:10,56,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:10,6,49,31,50
2025-05-08 14:30:00,2025-05-07 12:22:10,27,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:10,0,38,28,32
2025-05-08 15:30:00,2025-05-07 12:22:10,23,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:10,1,31,7,27
2025-05-08 11:00:00,2025-05-07 12:22:15,0,26,25,59
2025-05-08 11:30:00,2025-05-07 12:22:15,32,33,32,66
2025-05-08 12:00:00,2025-05-07 12:22:15,33,38,19,46
2025-05-08 12:30:00,2025-05-07 12:22:15,60,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:15,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:22:15,56,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:15,6,49,31,50
2025-05-08 14:30:00,2025-05-07 12:22:15,27,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:15,0,38,28,32
2025-05-08 15:30:00,2025-05-07 12:22:15,23,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:15,1,31,7,24
2025-05-08 11:00:00,2025-05-07 12:22:20,0,26,25,59
2025-05-08 11:30:00,2025-05-07 12:22:20,32,33,32,66
2025-05-08 12:00:00,2025-05-07 12:22:20,33,38,19,46
2025-05-08 12:30:00,2025-05-07 12:22:20,60,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:20,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:22:20,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:20,6,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:20,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:20,0,38,27,32
2025-05-08 15:30:00,2025-05-07 12:22:20,21,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:20,1,31,7,24
2025-05-08 11:00:00,2025-05-07 12:22:25,0,26,22,59
2025-05-08 11:30:00,2025-05-07 12:22:25,32,33,32,66
2025-05-08 12:00:00,2025-05-07 12:22:25,33,38,19,44
2025-05-08 12:30:00,2025-05-07 12:22:25,60,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:25,42,44,31,54
2025-05-08 13:30:00,2025-05-07 12:22:25,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:25,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:25,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:25,0,38,27,32
2025-05-08 15:30:00,2025-05-07 12:22:25,21,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:25,1,31,7,24
2025-05-08 11:00:00,2025-05-07 12:22:30,0,26,22,59
2025-05-08 11:30:00,2025-05-07 12:22:30,30,33,32,66
2025-05-08 12:00:00,2025-05-07 12:22:30,30,38,19,44
2025-05-08 12:30:00,2025-05-07 12:22:30,60,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:30,39,44,28,54
2025-05-08 13:30:00,2025-05-07 12:22:30,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:30,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:30,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:30,0,38,27,32
2025-05-08 15:30:00,2025-05-07 12:22:30,21,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:30,1,28,7,24
2025-05-08 11:00:00,2025-05-07 12:22:35,0,26,22,59
2025-05-08 11:30:00,2025-05-07 12:22:35,30,33,32,66
2025-05-08 12:00:00,2025-05-07 12:22:35,30,38,19,44
2025-05-08 12:30:00,2025-05-07 12:22:35,60,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:35,39,44,28,54
2025-05-08 13:30:00,2025-05-07 12:22:35,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:35,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:35,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:35,0,35,27,32
2025-05-08 15:30:00,2025-05-07 12:22:35,21,60,43,50
2025-05-08 16:00:00,2025-05-07 12:22:35,1,28,7,24
2025-05-08 11:00:00,2025-05-07 12:22:40,0,26,22,59
2025-05-08 11:30:00,2025-05-07 12:22:40,30,33,32,66
2025-05-08 12:00:00,2025-05-07 12:22:40,30,38,19,44
2025-05-08 12:30:00,2025-05-07 12:22:40,60,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:40,39,41,28,54
2025-05-08 13:30:00,2025-05-07 12:22:40,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:40,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:40,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:40,0,35,27,32
2025-05-08 15:30:00,2025-05-07 12:22:40,21,60,42,50
2025-05-08 16:00:00,2025-05-07 12:22:40,1,28,7,24
2025-05-08 11:00:00,2025-05-07 12:22:45,0,26,19,59
2025-05-08 11:30:00,2025-05-07 12:22:45,30,30,32,66
2025-05-08 12:00:00,2025-05-07 12:22:45,30,38,19,41
2025-05-08 12:30:00,2025-05-07 12:22:45,57,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:45,39,41,28,54
2025-05-08 13:30:00,2025-05-07 12:22:45,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:45,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:45,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:45,0,35,27,32
2025-05-08 15:30:00,2025-05-07 12:22:45,21,60,42,50
2025-05-08 16:00:00,2025-05-07 12:22:45,1,28,7,24
2025-05-08 11:00:00,2025-05-07 12:22:50,0,26,19,59
2025-05-08 11:30:00,2025-05-07 12:22:50,30,30,32,66
2025-05-08 12:00:00,2025-05-07 12:22:50,30,38,19,41
2025-05-08 12:30:00,2025-05-07 12:22:50,57,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:50,39,41,28,54
2025-05-08 13:30:00,2025-05-07 12:22:50,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:50,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:50,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:50,0,35,27,32
2025-05-08 15:30:00,2025-05-07 12:22:50,21,60,42,50
2025-05-08 16:00:00,2025-05-07 12:22:50,1,23,7,24
2025-05-08 11:00:00,2025-05-07 12:22:55,0,24,19,59
2025-05-08 11:30:00,2025-05-07 12:22:55,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:22:55,30,38,19,41
2025-05-08 12:30:00,2025-05-07 12:22:55,57,0,42,53
2025-05-08 13:00:00,2025-05-07 12:22:55,36,41,28,54
2025-05-08 13:30:00,2025-05-07 12:22:55,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:22:55,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:22:55,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:22:55,0,35,27,32
2025-05-08 15:30:00,2025-05-07 12:22:55,21,60,42,50
2025-05-08 16:00:00,2025-05-07 12:22:55,0,23,7,18
2025-05-08 11:00:00,2025-05-07 12:23:00,0,24,19,59
2025-05-08 11:30:00,2025-05-07 12:23:00,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:00,28,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:00,57,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:00,36,41,25,53
2025-05-08 13:30:00,2025-05-07 12:23:00,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:00,4,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:00,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:00,0,35,24,32
2025-05-08 15:30:00,2025-05-07 12:23:00,18,57,42,50
2025-05-08 16:00:00,2025-05-07 12:23:00,0,23,7,18
2025-05-08 11:00:00,2025-05-07 12:23:05,0,24,19,59
2025-05-08 11:30:00,2025-05-07 12:23:05,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:05,28,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:05,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:05,36,41,25,53
2025-05-08 13:30:00,2025-05-07 12:23:05,51,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:05,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:05,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:05,0,35,24,32
2025-05-08 15:30:00,2025-05-07 12:23:05,18,57,42,50
2025-05-08 16:00:00,2025-05-07 12:23:05,0,23,7,18
2025-05-08 11:00:00,2025-05-07 12:23:10,0,24,17,59
2025-05-08 11:30:00,2025-05-07 12:23:10,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:10,28,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:10,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:10,36,41,25,53
2025-05-08 13:30:00,2025-05-07 12:23:10,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:10,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:10,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:10,0,35,24,31
2025-05-08 15:30:00,2025-05-07 12:23:10,18,57,41,50
2025-05-08 16:00:00,2025-05-07 12:23:10,0,23,7,18
2025-05-08 11:00:00,2025-05-07 12:23:15,0,24,17,59
2025-05-08 11:30:00,2025-05-07 12:23:15,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:15,28,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:15,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:15,33,41,25,53
2025-05-08 13:30:00,2025-05-07 12:23:15,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:15,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:15,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:15,0,32,24,31
2025-05-08 15:30:00,2025-05-07 12:23:15,18,57,41,50
2025-05-08 16:00:00,2025-05-07 12:23:15,0,23,7,14
2025-05-08 11:00:00,2025-05-07 12:23:20,0,24,17,59
2025-05-08 11:30:00,2025-05-07 12:23:20,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:20,20,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:20,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:20,33,41,25,53
2025-05-08 13:30:00,2025-05-07 12:23:20,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:20,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:20,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:20,0,32,24,31
2025-05-08 15:30:00,2025-05-07 12:23:20,18,57,41,50
2025-05-08 16:00:00,2025-05-07 12:23:20,0,23,7,14
2025-05-08 11:00:00,2025-05-07 12:23:25,0,22,17,59
2025-05-08 11:30:00,2025-05-07 12:23:25,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:25,20,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:25,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:25,33,41,25,53
2025-05-08 13:30:00,2025-05-07 12:23:25,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:25,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:25,25,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:25,0,32,24,31
2025-05-08 15:30:00,2025-05-07 12:23:25,8,54,41,50
2025-05-08 16:00:00,2025-05-07 12:23:25,0,23,7,14
2025-05-08 11:00:00,2025-05-07 12:23:30,0,22,15,59
2025-05-08 11:30:00,2025-05-07 12:23:30,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:30,20,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:30,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:30,33,41,24,52
2025-05-08 13:30:00,2025-05-07 12:23:30,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:30,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:30,22,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:30,0,32,23,31
2025-05-08 15:30:00,2025-05-07 12:23:30,8,54,41,50
2025-05-08 16:00:00,2025-05-07 12:23:30,0,21,7,14
2025-05-08 11:00:00,2025-05-07 12:23:35,0,22,15,56
2025-05-08 11:30:00,2025-05-07 12:23:35,23,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:35,20,38,19,41
2025-05-08 12:30:00,2025-05-07 12:23:35,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:35,33,41,24,52
2025-05-08 13:30:00,2025-05-07 12:23:35,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:35,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:35,22,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:35,0,32,23,31
2025-05-08 15:30:00,2025-05-07 12:23:35,8,54,41,50
2025-05-08 16:00:00,2025-05-07 12:23:35,0,21,7,14
2025-05-08 11:00:00,2025-05-07 12:23:40,0,22,15,56
2025-05-08 11:30:00,2025-05-07 12:23:40,22,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:40,16,38,19,38
2025-05-08 12:30:00,2025-05-07 12:23:40,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:40,29,41,24,52
2025-05-08 13:30:00,2025-05-07 12:23:40,49,54,44,69
2025-05-08 14:00:00,2025-05-07 12:23:40,2,49,28,50
2025-05-08 14:30:00,2025-05-07 12:23:40,22,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:40,0,32,23,31
2025-05-08 15:30:00,2025-05-07 12:23:40,8,54,41,50
2025-05-08 16:00:00,2025-05-07 12:23:40,0,21,7,11
2025-05-08 11:00:00,2025-05-07 12:23:45,0,22,15,56
2025-05-08 11:30:00,2025-05-07 12:23:45,22,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:45,16,38,19,38
2025-05-08 12:30:00,2025-05-07 12:23:45,52,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:45,29,41,24,52
2025-05-08 13:30:00,2025-05-07 12:23:45,49,54,44,66
2025-05-08 14:00:00,2025-05-07 12:23:45,2,49,25,50
2025-05-08 14:30:00,2025-05-07 12:23:45,22,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:45,0,32,23,30
2025-05-08 15:30:00,2025-05-07 12:23:45,2,54,41,50
2025-05-08 16:00:00,2025-05-07 12:23:45,0,21,7,11
2025-05-08 11:00:00,2025-05-07 12:23:50,0,22,15,56
2025-05-08 11:30:00,2025-05-07 12:23:50,22,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:50,16,38,19,38
2025-05-08 12:30:00,2025-05-07 12:23:50,51,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:50,29,41,24,52
2025-05-08 13:30:00,2025-05-07 12:23:50,49,54,44,66
2025-05-08 14:00:00,2025-05-07 12:23:50,2,49,25,50
2025-05-08 14:30:00,2025-05-07 12:23:50,19,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:50,0,32,23,30
2025-05-08 15:30:00,2025-05-07 12:23:50,2,54,41,50
2025-05-08 16:00:00,2025-05-07 12:23:50,0,21,7,11
2025-05-08 11:00:00,2025-05-07 12:23:55,0,22,15,54
2025-05-08 11:30:00,2025-05-07 12:23:55,22,30,32,66
2025-05-08 12:00:00,2025-05-07 12:23:55,16,38,19,38
2025-05-08 12:30:00,2025-05-07 12:23:55,51,0,42,53
2025-05-08 13:00:00,2025-05-07 12:23:55,28,41,24,52
2025-05-08 13:30:00,2025-05-07 12:23:55,49,54,44,66
2025-05-08 14:00:00,2025-05-07 12:23:55,2,49,25,50
2025-05-08 14:30:00,2025-05-07 12:23:55,19,55,36,64
2025-05-08 15:00:00,2025-05-07 12:23:55,0,32,23,30
2025-05-08 15:30:00,2025-05-07 12:23:55,2,54,41,49
2025-05-08 16:00:00,2025-05-07 12:23:55,0,19,7,11
2025-05-08 11:00:00,2025-05-07 12:24:00,0,22,15,54
2025-05-08 11:30:00,2025-05-07 12:24:00,18,30,32,66
2025-05-08 12:00:00,2025-05-07 12:24:00,13,38,19,38
2025-05-08 12:30:00,2025-05-07 12:24:00,51,0,42,53
2025-05-08 13:00:00,2025-05-07 12:24:00,28,41,24,52
2025-05-08 13:30:00,2025-05-07 12:24:00,48,54,44,66
2025-05-08 14:00:00,2025-05-07 12:24:00,2,49,25,50
2025-05-08 14:30:00,2025-05-07 12:24:00,19,55,36,64
2025-05-08 15:00:00,2025-05-07 12:24:00,0,32,23,30
2025-05-08 15:30:00,2025-05-07 12:24:00,2,54,41,49
2025-05-08 16:00:00,2025-05-07 12:24:00,0,19,7,11
2025-05-08 11:00:00,2025-05-07 12:24:05,0,22,15,54
2025-05-08 11:30:00,2025-05-07 12:24:05,18,30,32,66
2025-05-08 12:00:00,2025-05-07 12:24:05,13,38,19,38
2025-05-08 12:30:00,2025-05-07 12:24:05,51,0,42,53
2025-05-08 13:00:00,2025-05-07 12:24:05,28,41,24,52
2025-05-08 13:30:00,2025-05-07 12:24:05,48,54,41,64
2025-05-08 14:00:00,2025-05-07 12:24:05,1,49,25,50
2025-05-08 14:30:00,2025-05-07 12:24:05,19,55,36,64
2025-05-08 15:00:00,2025-05-07 12:24:05,0,32,20,30
2025-05-08 15:30:00,2025-05-07 12:24:05,0,54,41,49
2025-05-08 16:00:00,2025-05-07 12:24:05,0,19,7,11
2025-05-08 11:00:00,2025-05-07 12:24:10,0,22,15,51
2025-05-08 11:30:00,2025-05-07 12:24:10,18,30,32,66
2025-05-08 12:00:00,2025-05-07 12:24:10,13,38,19,38
2025-05-08 12:30:00,2025-05-07 12:24:10,51,0,42,53
2025-05-08 13:00:00,2025-05-07 12:24:10,28,38,24,52
2025-05-08 13:30:00,2025-05-07 12:24:10,48,54,41,64
2025-05-08 14:00:00,2025-05-07 12:24:10,1,49,22,50
2025-05-08 14:30:00,2025-05-07 12:24:10,16,55,36,64
