Время посещения,Время измерения,Вход со стороны Иорданской лестницы,Вход со стороны Церковной лестницы,Вход со стороны Шуваловского проезда,Входной билет в Главный Штаб
2025-05-08 13:00:00,2025-05-07 12:38:45,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:38:45,0,0,0,45
2025-05-08 14:00:00,2025-05-07 12:38:45,0,0,0,28
2025-05-08 14:30:00,2025-05-07 12:38:45,0,0,0,23
2025-05-08 15:00:00,2025-05-07 12:38:45,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:38:45,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:38:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:38:50,0,0,0,13
2025-05-08 11:30:00,2025-05-07 12:38:50,0,0,0,40
2025-05-08 12:00:00,2025-05-07 12:38:50,0,0,0,14
2025-05-08 12:30:00,2025-05-07 12:38:50,0,0,0,48
2025-05-08 13:00:00,2025-05-07 12:38:50,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:38:50,0,0,0,45
2025-05-08 14:00:00,2025-05-07 12:38:50,0,0,0,28
2025-05-08 14:30:00,2025-05-07 12:38:50,0,0,0,23
2025-05-08 15:00:00,2025-05-07 12:38:50,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:38:50,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:38:50,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:38:55,0,0,0,11
2025-05-08 11:30:00,2025-05-07 12:38:55,0,0,0,40
2025-05-08 12:00:00,2025-05-07 12:38:55,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:38:55,0,0,0,48
2025-05-08 13:00:00,2025-05-07 12:38:55,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:38:55,0,0,0,45
2025-05-08 14:00:00,2025-05-07 12:38:55,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:38:55,0,0,0,20
2025-05-08 15:00:00,2025-05-07 12:38:55,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:38:55,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:38:55,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:00,0,0,0,11
2025-05-08 11:30:00,2025-05-07 12:39:00,0,0,0,40
2025-05-08 12:00:00,2025-05-07 12:39:00,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:00,0,0,0,48
2025-05-08 13:00:00,2025-05-07 12:39:00,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:39:00,0,0,0,42
2025-05-08 14:00:00,2025-05-07 12:39:00,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:00,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:00,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:00,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:00,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:05,0,0,0,11
2025-05-08 11:30:00,2025-05-07 12:39:05,0,0,0,37
2025-05-08 12:00:00,2025-05-07 12:39:05,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:05,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:05,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:39:05,0,0,0,42
2025-05-08 14:00:00,2025-05-07 12:39:05,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:05,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:05,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:05,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:05,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:10,0,0,0,11
2025-05-08 11:30:00,2025-05-07 12:39:10,0,0,0,37
2025-05-08 12:00:00,2025-05-07 12:39:10,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:10,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:10,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:39:10,0,0,0,42
2025-05-08 14:00:00,2025-05-07 12:39:10,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:10,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:10,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:10,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:10,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:15,0,0,0,11
2025-05-08 11:30:00,2025-05-07 12:39:15,0,0,0,37
2025-05-08 12:00:00,2025-05-07 12:39:15,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:15,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:15,0,0,0,31
2025-05-08 13:30:00,2025-05-07 12:39:15,0,0,0,40
2025-05-08 14:00:00,2025-05-07 12:39:15,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:15,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:15,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:15,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:15,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:20,0,0,0,8
2025-05-08 11:30:00,2025-05-07 12:39:20,0,0,0,37
2025-05-08 12:00:00,2025-05-07 12:39:20,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:20,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:20,0,0,0,28
2025-05-08 13:30:00,2025-05-07 12:39:20,0,0,0,40
2025-05-08 14:00:00,2025-05-07 12:39:20,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:20,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:20,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:20,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:20,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:25,0,0,0,8
2025-05-08 11:30:00,2025-05-07 12:39:25,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:25,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:25,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:25,0,0,0,28
2025-05-08 13:30:00,2025-05-07 12:39:25,0,0,0,40
2025-05-08 14:00:00,2025-05-07 12:39:25,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:25,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:25,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:25,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:25,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:30,0,0,0,6
2025-05-08 11:30:00,2025-05-07 12:39:30,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:30,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:30,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:30,0,0,0,28
2025-05-08 13:30:00,2025-05-07 12:39:30,0,0,0,40
2025-05-08 14:00:00,2025-05-07 12:39:30,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:30,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:30,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:30,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:30,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:35,0,0,0,6
2025-05-08 11:30:00,2025-05-07 12:39:35,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:35,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:35,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:35,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:39:35,0,0,0,40
2025-05-08 14:00:00,2025-05-07 12:39:35,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:35,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:35,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:35,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:35,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:40,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:39:40,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:40,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:40,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:40,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:39:40,0,0,0,38
2025-05-08 14:00:00,2025-05-07 12:39:40,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:40,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:40,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:40,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:40,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:45,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:39:45,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:45,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:45,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:45,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:39:45,0,0,0,38
2025-05-08 14:00:00,2025-05-07 12:39:45,0,0,0,25
2025-05-08 14:30:00,2025-05-07 12:39:45,0,0,0,17
2025-05-08 15:00:00,2025-05-07 12:39:45,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:45,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:50,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:39:50,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:50,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:50,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:50,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:39:50,0,0,0,36
2025-05-08 14:00:00,2025-05-07 12:39:50,0,0,0,21
2025-05-08 14:30:00,2025-05-07 12:39:50,0,0,0,14
2025-05-08 15:00:00,2025-05-07 12:39:50,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:50,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:50,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:39:55,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:39:55,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:39:55,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:39:55,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:39:55,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:39:55,0,0,0,36
2025-05-08 14:00:00,2025-05-07 12:39:55,0,0,0,21
2025-05-08 14:30:00,2025-05-07 12:39:55,0,0,0,14
2025-05-08 15:00:00,2025-05-07 12:39:55,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:39:55,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:39:55,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:00,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:00,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:00,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:40:00,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:40:00,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:00,0,0,0,36
2025-05-08 14:00:00,2025-05-07 12:40:00,0,0,0,21
2025-05-08 14:30:00,2025-05-07 12:40:00,0,0,0,14
2025-05-08 15:00:00,2025-05-07 12:40:00,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:00,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:00,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:05,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:05,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:05,0,0,0,13
2025-05-08 12:30:00,2025-05-07 12:40:05,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:40:05,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:05,0,0,0,36
2025-05-08 14:00:00,2025-05-07 12:40:05,0,0,0,21
2025-05-08 14:30:00,2025-05-07 12:40:05,0,0,0,11
2025-05-08 15:00:00,2025-05-07 12:40:05,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:05,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:05,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:10,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:10,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:10,0,0,0,7
2025-05-08 12:30:00,2025-05-07 12:40:10,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:40:10,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:10,0,0,0,36
2025-05-08 14:00:00,2025-05-07 12:40:10,0,0,0,21
2025-05-08 14:30:00,2025-05-07 12:40:10,0,0,0,9
2025-05-08 15:00:00,2025-05-07 12:40:10,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:10,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:10,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:15,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:15,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:15,0,0,0,7
2025-05-08 12:30:00,2025-05-07 12:40:15,0,0,0,46
2025-05-08 13:00:00,2025-05-07 12:40:15,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:15,0,0,0,34
2025-05-08 14:00:00,2025-05-07 12:40:15,0,0,0,21
2025-05-08 14:30:00,2025-05-07 12:40:15,0,0,0,9
2025-05-08 15:00:00,2025-05-07 12:40:15,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:15,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:15,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:20,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:20,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:20,0,0,0,7
2025-05-08 12:30:00,2025-05-07 12:40:20,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:20,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:20,0,0,0,34
2025-05-08 14:00:00,2025-05-07 12:40:20,0,0,0,20
2025-05-08 14:30:00,2025-05-07 12:40:20,0,0,0,6
2025-05-08 15:00:00,2025-05-07 12:40:20,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:20,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:20,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:25,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:25,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:25,0,0,0,7
2025-05-08 12:30:00,2025-05-07 12:40:25,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:25,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:25,0,0,0,34
2025-05-08 14:00:00,2025-05-07 12:40:25,0,0,0,18
2025-05-08 14:30:00,2025-05-07 12:40:25,0,0,0,6
2025-05-08 15:00:00,2025-05-07 12:40:25,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:25,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:25,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:30,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:30,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:30,0,0,0,7
2025-05-08 12:30:00,2025-05-07 12:40:30,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:30,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:30,0,0,0,32
2025-05-08 14:00:00,2025-05-07 12:40:30,0,0,0,14
2025-05-08 14:30:00,2025-05-07 12:40:30,0,0,0,6
2025-05-08 15:00:00,2025-05-07 12:40:30,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:30,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:30,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:35,0,0,0,4
2025-05-08 11:30:00,2025-05-07 12:40:35,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:35,0,0,0,6
2025-05-08 12:30:00,2025-05-07 12:40:35,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:35,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:35,0,0,0,32
2025-05-08 14:00:00,2025-05-07 12:40:35,0,0,0,14
2025-05-08 14:30:00,2025-05-07 12:40:35,0,0,0,6
2025-05-08 15:00:00,2025-05-07 12:40:35,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:35,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:35,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:40,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:40:40,0,0,0,35
2025-05-08 12:00:00,2025-05-07 12:40:40,0,0,0,6
2025-05-08 12:30:00,2025-05-07 12:40:40,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:40,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:40,0,0,0,32
2025-05-08 14:00:00,2025-05-07 12:40:40,0,0,0,14
2025-05-08 14:30:00,2025-05-07 12:40:40,0,0,0,6
2025-05-08 15:00:00,2025-05-07 12:40:40,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:40,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:40,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:45,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:40:45,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:40:45,0,0,0,6
2025-05-08 12:30:00,2025-05-07 12:40:45,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:45,0,0,0,26
2025-05-08 13:30:00,2025-05-07 12:40:45,0,0,0,32
2025-05-08 14:00:00,2025-05-07 12:40:45,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:40:45,0,0,0,5
2025-05-08 15:00:00,2025-05-07 12:40:45,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:45,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:50,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:40:50,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:40:50,0,0,0,6
2025-05-08 12:30:00,2025-05-07 12:40:50,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:50,0,0,0,24
2025-05-08 13:30:00,2025-05-07 12:40:50,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:40:50,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:40:50,0,0,0,5
2025-05-08 15:00:00,2025-05-07 12:40:50,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:50,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:50,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:40:55,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:40:55,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:40:55,0,0,0,6
2025-05-08 12:30:00,2025-05-07 12:40:55,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:40:55,0,0,0,24
2025-05-08 13:30:00,2025-05-07 12:40:55,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:40:55,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:40:55,0,0,0,5
2025-05-08 15:00:00,2025-05-07 12:40:55,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:40:55,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:40:55,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:00,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:00,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:41:00,0,0,0,6
2025-05-08 12:30:00,2025-05-07 12:41:00,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:00,0,0,0,24
2025-05-08 13:30:00,2025-05-07 12:41:00,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:00,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:41:00,0,0,0,5
2025-05-08 15:00:00,2025-05-07 12:41:00,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:00,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:00,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:05,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:05,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:41:05,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:05,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:05,0,0,0,21
2025-05-08 13:30:00,2025-05-07 12:41:05,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:05,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:41:05,0,0,0,2
2025-05-08 15:00:00,2025-05-07 12:41:05,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:05,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:05,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:10,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:10,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:41:10,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:10,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:10,0,0,0,21
2025-05-08 13:30:00,2025-05-07 12:41:10,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:10,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:41:10,0,0,0,2
2025-05-08 15:00:00,2025-05-07 12:41:10,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:10,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:10,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:15,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:15,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:41:15,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:15,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:15,0,0,0,21
2025-05-08 13:30:00,2025-05-07 12:41:15,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:15,0,0,0,12
2025-05-08 14:30:00,2025-05-07 12:41:15,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:15,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:15,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:15,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:20,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:20,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:41:20,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:20,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:20,0,0,0,21
2025-05-08 13:30:00,2025-05-07 12:41:20,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:20,0,0,0,9
2025-05-08 14:30:00,2025-05-07 12:41:20,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:20,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:20,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:20,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:25,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:25,0,0,0,34
2025-05-08 12:00:00,2025-05-07 12:41:25,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:25,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:25,0,0,0,21
2025-05-08 13:30:00,2025-05-07 12:41:25,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:25,0,0,0,9
2025-05-08 14:30:00,2025-05-07 12:41:25,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:25,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:25,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:25,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:30,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:30,0,0,0,33
2025-05-08 12:00:00,2025-05-07 12:41:30,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:30,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:30,0,0,0,21
2025-05-08 13:30:00,2025-05-07 12:41:30,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:30,0,0,0,9
2025-05-08 14:30:00,2025-05-07 12:41:30,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:30,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:30,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:30,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:35,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:35,0,0,0,33
2025-05-08 12:00:00,2025-05-07 12:41:35,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:35,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:35,0,0,0,19
2025-05-08 13:30:00,2025-05-07 12:41:35,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:35,0,0,0,8
2025-05-08 14:30:00,2025-05-07 12:41:35,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:35,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:35,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:35,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:40,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:40,0,0,0,33
2025-05-08 12:00:00,2025-05-07 12:41:40,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:40,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:40,0,0,0,19
2025-05-08 13:30:00,2025-05-07 12:41:40,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:40,0,0,0,8
2025-05-08 14:30:00,2025-05-07 12:41:40,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:40,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:40,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:40,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:45,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:45,0,0,0,30
2025-05-08 12:00:00,2025-05-07 12:41:45,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:45,0,0,0,44
2025-05-08 13:00:00,2025-05-07 12:41:45,0,0,0,19
2025-05-08 13:30:00,2025-05-07 12:41:45,0,0,0,29
2025-05-08 14:00:00,2025-05-07 12:41:45,0,0,0,8
2025-05-08 14:30:00,2025-05-07 12:41:45,0,0,0,0
2025-05-08 15:00:00,2025-05-07 12:41:45,0,0,0,0
2025-05-08 15:30:00,2025-05-07 12:41:45,0,0,0,0
2025-05-08 16:00:00,2025-05-07 12:41:45,0,0,0,0
2025-05-08 11:00:00,2025-05-07 12:41:50,0,0,0,1
2025-05-08 11:30:00,2025-05-07 12:41:50,0,0,0,30
2025-05-08 12:00:00,2025-05-07 12:41:50,0,0,0,5
2025-05-08 12:30:00,2025-05-07 12:41:50,0,0,0,42
2025-05-08 13:00:00,2025-05-07 12:41:50,0,0,0,19
2025-05-08 13:30:00,2025-05-07 12:41:50,0,0,0,29
